ElectionDate,PartyCode,PartyName,RaceCode,OfficeDesc,CountyCode,CountyName,Juris1num,Juris2num,Precincts,PrecinctsReporting,CanNameLast,CanNameFirst,CanNameMiddle,CanVotes
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,ORA,Orange,,,227,227,Barr,Roseanne,,289
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,OSC,Osceola,,,71,71,Barr,Roseanne,,112
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,PAL,Palm Beach,,,767,767,Barr,Roseanne,,353
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,PAS,Pasco,,,110,110,Barr,Roseanne,,455
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,PIN,Pinellas,,,298,298,Barr,Roseanne,,612
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,POL,Polk,,,167,167,Barr,Roseanne,,396
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,PUT,Putnam,,,39,39,Barr,Roseanne,,56
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,SAN,Santa Rosa,,,41,41,Barr,Roseanne,,84
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,SAR,Sarasota,,,99,99,Barr,Roseanne,,253
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,SEM,Seminole,,,80,80,Barr,Roseanne,,140
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,STJ,St. Johns,,,46,46,Barr,Roseanne,,80
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,STL,St. Lucie,,,65,65,Barr,Roseanne,,147
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,SUM,Sumter,,,24,24,Barr,Roseanne,,45
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,SUW,Suwannee,,,16,16,Barr,Roseanne,,41
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,TAY,Taylor,,,14,14,Barr,Roseanne,,23
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,UNI,Union,,,11,11,Barr,Roseanne,,22
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,VOL,Volusia,,,125,125,Barr,Roseanne,,310
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,WAK,Wakulla,,,12,12,Barr,Roseanne,,34
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,WAL,Walton,,,21,21,Barr,Roseanne,,46
11/6/2012,PFP,Peace & Freedom Party of Florida,PRE,President of the United States,WAS,Washington,,,16,16,Barr,Roseanne,,39
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,ALA,Alachua,,,63,63,Hoefling,Tom,,16
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,BAK,Baker,,,9,9,Hoefling,Tom,,5
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,BAY,Bay,,,44,44,Hoefling,Tom,,11
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,BRA,Bradford,,,14,14,Hoefling,Tom,,2
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,BRE,Brevard,,,166,166,Hoefling,Tom,,50
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,BRO,Broward,,,792,792,Hoefling,Tom,,46
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,CAL,Calhoun,,,15,15,Hoefling,Tom,,3
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,CHA,Charlotte,,,79,79,Hoefling,Tom,,11
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,CIT,Citrus,,,31,31,Hoefling,Tom,,11
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,CLA,Clay,,,48,48,Hoefling,Tom,,14
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,CLL,Collier,,,62,62,Hoefling,Tom,,5
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,CLM,Columbia,,,23,23,Hoefling,Tom,,6
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,DES,Desoto,,,15,15,Hoefling,Tom,,3
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,DIX,Dixie,,,10,10,Hoefling,Tom,,2
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,DUV,Duval,,,197,197,Hoefling,Tom,,51
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,ESC,Escambia,,,79,79,Hoefling,Tom,,30
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,FLA,Flagler,,,30,30,Hoefling,Tom,,5
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,FRA,Franklin,,,8,8,Hoefling,Tom,,1
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,GAD,Gadsden,,,25,25,Hoefling,Tom,,1
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,GIL,Gilchrist,,,10,10,Hoefling,Tom,,5
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,GLA,Glades,,,13,13,Hoefling,Tom,,6
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,GUL,Gulf,,,9,9,Hoefling,Tom,,1
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,HAM,Hamilton,,,8,8,Hoefling,Tom,,2
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,HAR,Hardee,,,12,12,Hoefling,Tom,,1
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,HEN,Hendry,,,10,10,Hoefling,Tom,,1
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,HER,Hernando,,,39,39,Hoefling,Tom,,15
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,HIG,Highlands,,,25,25,Hoefling,Tom,,7
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,HIL,Hillsborough,,,347,347,Hoefling,Tom,,56
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,HOL,Holmes,,,8,8,Hoefling,Tom,,1
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,IND,Indian River,,,37,37,Hoefling,Tom,,7
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,JAC,Jackson,,,14,14,Hoefling,Tom,,2
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,JEF,Jefferson,,,15,15,Hoefling,Tom,,0
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,LAF,Lafayette,,,5,5,Hoefling,Tom,,0
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,LAK,Lake,,,103,103,Hoefling,Tom,,17
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,LEE,Lee,,,125,125,Hoefling,Tom,,27
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,LEO,Leon,,,134,134,Hoefling,Tom,,20
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,LEV,Levy,,,13,13,Hoefling,Tom,,6
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,LIB,Liberty,,,8,8,Hoefling,Tom,,2
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,MAD,Madison,,,11,11,Hoefling,Tom,,0
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,MAN,Manatee,,,113,113,Hoefling,Tom,,15
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,MRN,Marion,,,127,127,Hoefling,Tom,,31
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,MRT,Martin,,,31,31,Hoefling,Tom,,4
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,DAD,Miami-Dade,,,799,799,Hoefling,Tom,,61
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,MON,Monroe,,,33,33,Hoefling,Tom,,0
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,NAS,Nassau,,,16,16,Hoefling,Tom,,5
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,OKA,Okaloosa,,,52,52,Hoefling,Tom,,17
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,OKE,Okeechobee,,,11,11,Hoefling,Tom,,4
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,ORA,Orange,,,227,227,Hoefling,Tom,,54
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,OSC,Osceola,,,71,71,Hoefling,Tom,,14
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,PAL,Palm Beach,,,767,767,Hoefling,Tom,,35
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,PAS,Pasco,,,110,110,Hoefling,Tom,,43
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,PIN,Pinellas,,,298,298,Hoefling,Tom,,48
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,POL,Polk,,,167,167,Hoefling,Tom,,39
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,PUT,Putnam,,,39,39,Hoefling,Tom,,8
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,SAN,Santa Rosa,,,41,41,Hoefling,Tom,,3
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,SAR,Sarasota,,,99,99,Hoefling,Tom,,26
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,SEM,Seminole,,,80,80,Hoefling,Tom,,24
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,STJ,St. Johns,,,46,46,Hoefling,Tom,,7
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,STL,St. Lucie,,,65,65,Hoefling,Tom,,11
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,SUM,Sumter,,,24,24,Hoefling,Tom,,2
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,SUW,Suwannee,,,16,16,Hoefling,Tom,,3
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,TAY,Taylor,,,14,14,Hoefling,Tom,,4
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,UNI,Union,,,11,11,Hoefling,Tom,,0
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,VOL,Volusia,,,125,125,Hoefling,Tom,,32
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,WAK,Wakulla,,,12,12,Hoefling,Tom,,6
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,WAL,Walton,,,21,21,Hoefling,Tom,,0
11/6/2012,AIP,America's Party of Florida,PRE,President of the United States,WAS,Washington,,,16,16,Hoefling,Tom,,1
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,ALA,Alachua,,,63,63,Anderson,Ross,C. 'Rocky',27
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,BAK,Baker,,,9,9,Anderson,Ross,C. 'Rocky',3
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,BAY,Bay,,,44,44,Anderson,Ross,C. 'Rocky',21
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,BRA,Bradford,,,14,14,Anderson,Ross,C. 'Rocky',7
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,BRE,Brevard,,,166,166,Anderson,Ross,C. 'Rocky',75
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,BRO,Broward,,,792,792,Anderson,Ross,C. 'Rocky',104
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,CAL,Calhoun,,,15,15,Anderson,Ross,C. 'Rocky',6
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,CHA,Charlotte,,,79,79,Anderson,Ross,C. 'Rocky',16
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,CIT,Citrus,,,31,31,Anderson,Ross,C. 'Rocky',20
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,CLA,Clay,,,48,48,Anderson,Ross,C. 'Rocky',14
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,CLL,Collier,,,62,62,Anderson,Ross,C. 'Rocky',18
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,CLM,Columbia,,,23,23,Anderson,Ross,C. 'Rocky',5
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,DES,Desoto,,,15,15,Anderson,Ross,C. 'Rocky',3
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,DIX,Dixie,,,10,10,Anderson,Ross,C. 'Rocky',6
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,DUV,Duval,,,197,197,Anderson,Ross,C. 'Rocky',68
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,ESC,Escambia,,,79,79,Anderson,Ross,C. 'Rocky',27
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,FLA,Flagler,,,30,30,Anderson,Ross,C. 'Rocky',7
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,FRA,Franklin,,,8,8,Anderson,Ross,C. 'Rocky',5
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,GAD,Gadsden,,,25,25,Anderson,Ross,C. 'Rocky',4
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,GIL,Gilchrist,,,10,10,Anderson,Ross,C. 'Rocky',2
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,GLA,Glades,,,13,13,Anderson,Ross,C. 'Rocky',0
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,GUL,Gulf,,,9,9,Anderson,Ross,C. 'Rocky',2
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,HAM,Hamilton,,,8,8,Anderson,Ross,C. 'Rocky',1
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,HAR,Hardee,,,12,12,Anderson,Ross,C. 'Rocky',2
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,HEN,Hendry,,,10,10,Anderson,Ross,C. 'Rocky',3
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,HER,Hernando,,,39,39,Anderson,Ross,C. 'Rocky',14
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,HIG,Highlands,,,25,25,Anderson,Ross,C. 'Rocky',15
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,HIL,Hillsborough,,,347,347,Anderson,Ross,C. 'Rocky',156
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,HOL,Holmes,,,8,8,Anderson,Ross,C. 'Rocky',5
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,IND,Indian River,,,37,37,Anderson,Ross,C. 'Rocky',17
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,JAC,Jackson,,,14,14,Anderson,Ross,C. 'Rocky',2
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,JEF,Jefferson,,,15,15,Anderson,Ross,C. 'Rocky',3
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,LAF,Lafayette,,,5,5,Anderson,Ross,C. 'Rocky',3
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,LAK,Lake,,,103,103,Anderson,Ross,C. 'Rocky',32
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,LEE,Lee,,,125,125,Anderson,Ross,C. 'Rocky',33
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,LEO,Leon,,,134,134,Anderson,Ross,C. 'Rocky',33
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,LEV,Levy,,,13,13,Anderson,Ross,C. 'Rocky',2
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,LIB,Liberty,,,8,8,Anderson,Ross,C. 'Rocky',1
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,MAD,Madison,,,11,11,Anderson,Ross,C. 'Rocky',1
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,MAN,Manatee,,,113,113,Anderson,Ross,C. 'Rocky',39
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,MRN,Marion,,,127,127,Anderson,Ross,C. 'Rocky',46
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,MRT,Martin,,,31,31,Anderson,Ross,C. 'Rocky',5
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,DAD,Miami-Dade,,,799,799,Anderson,Ross,C. 'Rocky',136
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,MON,Monroe,,,33,33,Anderson,Ross,C. 'Rocky',9
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,NAS,Nassau,,,16,16,Anderson,Ross,C. 'Rocky',10
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,OKA,Okaloosa,,,52,52,Anderson,Ross,C. 'Rocky',20
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,OKE,Okeechobee,,,11,11,Anderson,Ross,C. 'Rocky',5
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,ORA,Orange,,,227,227,Anderson,Ross,C. 'Rocky',85
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,OSC,Osceola,,,71,71,Anderson,Ross,C. 'Rocky',43
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,PAL,Palm Beach,,,767,767,Anderson,Ross,C. 'Rocky',97
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,PAS,Pasco,,,110,110,Anderson,Ross,C. 'Rocky',66
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,PIN,Pinellas,,,298,298,Anderson,Ross,C. 'Rocky',107
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,POL,Polk,,,167,167,Anderson,Ross,C. 'Rocky',64
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,PUT,Putnam,,,39,39,Anderson,Ross,C. 'Rocky',9
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,SAN,Santa Rosa,,,41,41,Anderson,Ross,C. 'Rocky',9
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,SAR,Sarasota,,,99,99,Anderson,Ross,C. 'Rocky',46
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,SEM,Seminole,,,80,80,Anderson,Ross,C. 'Rocky',53
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,STJ,St. Johns,,,46,46,Anderson,Ross,C. 'Rocky',20
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,STL,St. Lucie,,,65,65,Anderson,Ross,C. 'Rocky',32
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,SUM,Sumter,,,24,24,Anderson,Ross,C. 'Rocky',9
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,SUW,Suwannee,,,16,16,Anderson,Ross,C. 'Rocky',5
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,TAY,Taylor,,,14,14,Anderson,Ross,C. 'Rocky',1
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,UNI,Union,,,11,11,Anderson,Ross,C. 'Rocky',3
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,VOL,Volusia,,,125,125,Anderson,Ross,C. 'Rocky',60
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,WAK,Wakulla,,,12,12,Anderson,Ross,C. 'Rocky',1
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,WAL,Walton,,,21,21,Anderson,Ross,C. 'Rocky',8
11/6/2012,JPF,Justice Party of Florida,PRE,President of the United States,WAS,Washington,,,16,16,Anderson,Ross,C. 'Rocky',3
11/6/2012,WRI,Write-In,PRE,President of the United States,ALA,Alachua,,,63,63,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,BAK,Baker,,,9,9,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,BAY,Bay,,,44,44,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,BRA,Bradford,,,14,14,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,BRE,Brevard,,,166,166,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,BRO,Broward,,,792,792,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CAL,Calhoun,,,15,15,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CHA,Charlotte,,,79,79,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CIT,Citrus,,,31,31,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CLA,Clay,,,48,48,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CLL,Collier,,,62,62,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CLM,Columbia,,,23,23,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,DES,Desoto,,,15,15,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,DIX,Dixie,,,10,10,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,DUV,Duval,,,197,197,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,ESC,Escambia,,,79,79,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,FLA,Flagler,,,30,30,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,FRA,Franklin,,,8,8,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,GAD,Gadsden,,,25,25,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,GIL,Gilchrist,,,10,10,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,GLA,Glades,,,13,13,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,GUL,Gulf,,,9,9,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,HAM,Hamilton,,,8,8,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,HAR,Hardee,,,12,12,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,HEN,Hendry,,,10,10,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,HER,Hernando,,,39,39,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,HIG,Highlands,,,25,25,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,HIL,Hillsborough,,,347,347,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,HOL,Holmes,,,8,8,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,IND,Indian River,,,37,37,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,JAC,Jackson,,,14,14,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,JEF,Jefferson,,,15,15,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,LAF,Lafayette,,,5,5,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,LAK,Lake,,,103,103,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,LEE,Lee,,,125,125,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,LEO,Leon,,,134,134,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,LEV,Levy,,,13,13,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,LIB,Liberty,,,8,8,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,MAD,Madison,,,11,11,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,MAN,Manatee,,,113,113,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,MRN,Marion,,,127,127,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,MRT,Martin,,,31,31,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,DAD,Miami-Dade,,,799,799,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,MON,Monroe,,,33,33,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,NAS,Nassau,,,16,16,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,OKA,Okaloosa,,,52,52,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,OKE,Okeechobee,,,11,11,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,ORA,Orange,,,227,227,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,OSC,Osceola,,,71,71,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,PAL,Palm Beach,,,767,767,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,PAS,Pasco,,,110,110,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,PIN,Pinellas,,,298,298,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,POL,Polk,,,167,167,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,PUT,Putnam,,,39,39,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,SAN,Santa Rosa,,,41,41,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,SAR,Sarasota,,,99,99,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,SEM,Seminole,,,80,80,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,STJ,St. Johns,,,46,46,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,STL,St. Lucie,,,65,65,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,SUM,Sumter,,,24,24,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,SUW,Suwannee,,,16,16,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,TAY,Taylor,,,14,14,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,UNI,Union,,,11,11,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,VOL,Volusia,,,125,125,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,WAK,Wakulla,,,12,12,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,WAL,Walton,,,21,21,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,WAS,Washington,,,16,16,Byrne,David,C.,0
11/6/2012,WRI,Write-In,PRE,President of the United States,ALA,Alachua,,,63,63,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,BAK,Baker,,,9,9,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,BAY,Bay,,,44,44,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,BRA,Bradford,,,14,14,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,BRE,Brevard,,,166,166,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,BRO,Broward,,,792,792,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CAL,Calhoun,,,15,15,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CHA,Charlotte,,,79,79,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CIT,Citrus,,,31,31,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CLA,Clay,,,48,48,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CLL,Collier,,,62,62,Coniglio,Andrew,Charles,0
11/6/2012,WRI,Write-In,PRE,President of the United States,CLM,Columbia,,,23,23,Coniglio,Andrew,Charles,0
